Aquatic Life,Avg Viz,Bottom Comp,Contact,Entry Type,Fall,Location,Max Depth,Rating,Spring,Summer,Winter
Plenty To See,75.5,Sand,,Boat,," Ocho Rios, Jamaica",,4.27 by 22,,78,
Plenty To See,28,Sand,8507086100,Shore,78," 4607 State Park Lane, Panama City, FL 32408",65.5,3.67 by 18,68,85,52.5
Plenty To See,,Sand,,Boat,," Islamorda, FL",55.5,4.00 by 4,,,
,,,,Boat,," Carval Rock St John, Usvi, Virgin Islands (U.S.)",,3.50 by 4,,,
,,,,,," 525 Sunset Lake Road, Orwell, VT",,3.00 by 2,,,
Might See Something,7.5,Sand,8604243034,Shore,68," Water Street, Stonington, CT 06378",38,3.82 by 11,52.5,58,50
Might See Something,23,Rock,,Shore,52.5," Halifax, Nova Scotia, Canada",55.5,3.50 by 2,50,52.5,50
Might See Something,13,Rock,,Boat,50," Halifax, Nova Scotia, Canada",75.5,3.00 by 2,50,50,50
Might See Something,18,Sand,,Shore,58," Yarmouth, Nova Scotia, Canada",33,3.00 by 1,52.5,63,50
Might See Something,95.5,Rock,,Boat,83," Orote Cliffline, Guam 96915, Guam",150,4.06 by 17,83,83,83
Plenty To See,,Sand,,Boat,52.5," San Diego, CA",65.5,4.25 by 4,52.5,52.5,52.5
Might See Something,18,Sand,,Boat,52.5," San Diego, CA",65.5,4.36 by 14,52.5,52.5,52.5
Might See Something,28,Sand,,Boat,68," 12 Miles east of, Barnegat Light, NJ",85.5,3.75 by 4,63,68,50
Plenty To See,,Sand,,Boat,," 8 miles out of, Brielle, NJ",75.5,4.50 by 6,,,
Plenty To See,,Sand,,Boat,," East of, Barnegat Light, NJ",125.5,3.00 by 3,,,
Plenty To See,,Sand,,Boat,63," Point Pleasant Beach, NJ",145.5,4.57 by 7,52.5,68,50
,,Sand,,Boat,, NJ,150,,,,
Plenty To See,65.5,Sand,,Boat,50," Monterey, CA",115.5,4.44 by 9,52.5,52.5,50
Might See Something,,,,Boat,," Moneta, VA 24095",150,3.00 by 1,73,,
Might See Something,18,Sand,,Boat,," East of, Seaside Heights, NJ",75.5,3.50 by 2,,73,50
Plenty To See,75.5,Sand,,Boat,, Bahamas,23,4.33 by 3,,,
,75.5,Sand,,Boat,," Clarence Town, Long Island, Bahamas",125.5,4.53 by 15,,,
Might See Something,,Sand,,Boat,, Bahamas,,4.00 by 2,,,
Plenty To See,,Sand,,Boat,, Bahamas,,4.00 by 4,,,
Might See Something,125.5,Sand,,Boat,78, Bahamas,55.5,3.50 by 4,78,83,78
Plenty To See,,Sand,,Boat,, Bahamas,,4.00 by 3,,,
Plenty To See,,Sand,,Boat,, Bahamas,,4.33 by 3,,,
Plenty To See,18,Sand,,Shore,68," Marine City, MI 48039",65.5,4.33 by 6,58,73,50
Might See Something,5,Sand,,Shore,," Howards Beach Park, Tarpon Springs, FL",55.5,,,85,
Plenty To See,18,Sand,,Boat,58," Abercastle, Pembrookeshire, United Kingdom",115.5,3.00 by 1,52.5,63,52.5
Might See Something,5,Clay/Muck,,Shore,," 1380 feet above sea level, NE of, Delaware Water Gap, NJ",18,2.50 by 2,,,50
Plenty To See,38,Sand,,Boat,, Indonesia,95.5,4.67 by 3,,,
Plenty To See,,Sand,,Boat,," Puerto Galera, Oriental Mindoro, Philippines",,3.82 by 11,,,
,23,Sand,,Shore,," Palos Verdes, CA",45.5,3.67 by 3,,,52.5
Might See Something,7.5,Sand,,Shore,73," On 2nd. St., Kill Devil Hills, N.c.",23,,52.5,73,50
,,,61265632114,,," Lord Howe, New South Wales, Australia",,4.50 by 2,,,
Plenty To See,105.5,Sand,,Boat,73," Latitude =145.4;  Longitude =-15.30, Cairns, Queensland 4870, Australia",145.5,3.50 by 2,78,78,73
Might See Something,13,,,,,,,,,,
Might See Something,7.5,Rock,7084609515,Shore,63," Brandon Road, Joliet, IL",85.5,4.00 by 5,58,68,
Might See Something,18,Sand,219769,Shore,63," 2600 Nevada Street, Lake Station, IN 46405",55.5,2.00 by 1,58,68,
Might See Something,7.5,Sand,219769,Shore,63," 4801 West 29th Avenue, Gary, IN 46406",23,1.00 by 1,58,68,
Plenty To See,33,Sand,,Boat,," Los Angeles, CA",125.5,3.83 by 6,,,
Plenty To See,55.5,Sand,,Boat,78," Oahu, HI",38,3.97 by 31,73,78,73
Plenty To See,105.5,Sand,61265632114,Boat,73," Lord Howe, New South Wales, Australia",145.5,4.50 by 2,73,78,63
Plenty To See,65.5,Sand,61265632114,Boat,," Lord Howe, New South Wales, Australia",18,3.00 by 1,,,
Plenty To See,55.5,Rock,,Boat,78," Oahu, HI",55.5,4.00 by 10,73,78,73
Plenty To See,75.5,Sand,,Boat,73," Oahu, HI",45.5,3.67 by 12,73,78,73
Plenty To See,38,Sand,,Boat,78," Oahu, HI",38,3.93 by 28,73,78,73
Plenty To See,105.5,Sand,,Boat,78," Oahu, HI",105.5,4.00 by 20,73,78,73
Might See Something,28,Clay/Muck,,Boat,68," Chicago, IL",33,3.82 by 11,,73,
Might See Something,7.5,Clay/Muck,,Boat,68," Calumet Harbor, IN",33,3.58 by 12,,73,
Might See Something,38,Sand,,Shore,, Germany,75.5,3.00 by 1,52.5,58,50
Plenty To See,13,Sand,,Shore,," Dublin, Ireland",45.5,,,63,52.5
Plenty To See,45.5,Sand,,Shore,," Galway, Ireland",55.5,,,,
Plenty To See,,Sand,,Shore,," Honolua, HI",,3.00 by 1,,,
Plenty To See,28,Sand,,Shore,," Napili, HI",33,3.00 by 1,,,
Plenty To See,33,Sand,,Shore,," Maui, HI",33,4.00 by 1,,,
Plenty To See,,,,Boat,," Sabah, Borneo, Malaysia",,4.47 by 17,,,
Might See Something,18,Sand,,Shore,63," Fort Adams, Newport, RI",33,3.62 by 13,68,68,50
Might See Something,13,Sand,,Shore,73," 601 West Beach Boulevard, Gulf Shores, AL 36547",18,3.78 by 9,73,83,68
Plenty To See,,,,Boat,," Sabah, Borneo, Malaysia",,4.15 by 13,,,
Plenty To See,,,,Boat,," Sabah, Borneo, Malaysia",,4.12 by 8,,,
,18,Sand,,Boat,68," gilford, NH",33,4.00 by 2,63,73,50
Plenty To See,150,Rock,,Boat,," Cannes, France",,3.00 by 1,,,
Plenty To See,18,Sand,,Boat,78," Subic bay, Zambales, Philippines",55.5,4.57 by 7,78,78,78
,,,,,," Big Bay, Michigan (up)",,3.00 by 1,,,
Might See Something,23,Clay/Muck,,Boat,52.5," Chicago, IL",45.5,4.00 by 3,50,50,50
Plenty To See,,,,,," Sabah, Borneo, Malaysia",,4.50 by 2,,,
Might See Something,55.5,Sand,7758310494,Shore,63," 1398 Us Highway 50, Glenbrook, NV 89413",38,3.83 by 6,63,68,52.5
Plenty To See,,,,,," Sabah, Borneo, Malaysia",,4.00 by 3,,,
,,,,Boat,," Sabah, Borneo, Malaysia",33,3.00 by 2,,,
Plenty To See,23,Sand,,Boat,73, GA,75.5,3.67 by 3,68,78,63
Might See Something,7.5,Sand,,Shore,68," Harbor Road, Mount Sinai, NY",18,3.00 by 4,68,73,58
Plenty To See,105.5,Rock,,Boat,73," Cairns, Queensland, Australia",125.5,5.00 by 5,78,83,73
Plenty To See,95.5,No Bottom,,Boat,73," Cairns, Queensland, Australia",150,3.00 by 1,78,83,73
Plenty To See,95.5,Rock,,Boat,73," Cairns, Queensland, Australia",105.5,4.25 by 4,78,83,73
Plenty To See,,Sand,,Shore,50," South Street, Rockport, MA 01966",33,3.00 by 2,50,52.5,50
Might See Something,18,Sand,,Shore,," Cape Elizabeth/Portland, ME",28,4.14 by 7,,63,
Might See Something,13,Sand,,Shore,68," 2107 Vallecitos, La Jolla, CA 92037",55.5,3.50 by 6,58,73,52.5
Plenty To See,55.5,Sand,92257555,Boat,68," 126 Barrack Street, Perth, Western Australia 6000, Australia",95.5,4.25 by 4,68,73,63
Might See Something,95.5,Rock,,Boat,, HI,75.5,3.50 by 2,,,
Might See Something,,Sand,,Boat,," Chicago, IL",75.5,3.82 by 11,,,
Big Animals,18,Sand,,Boat,," Milwaukee, WI",18,3.50 by 2,,,
,,Clay/Muck,,Shore,,,28,3.00 by 1,,,
Might See Something,,Sand,,Shore,, WI,,2.00 by 1,,,
Plenty To See,,Sand,,Shore,, WI,,,,,
Plenty To See,,Sand,,Shore,, WI,,,,,
Might See Something,23,Sand,,Boat,, Bahrain,45.5,4.00 by 2,,85,
Plenty To See,75.5,Sand,,Boat,78, Aruba,95.5,4.31 by 16,83,83,73
Plenty To See,45.5,Sand,,Boat,83, Aruba,65.5,4.00 by 12,83,83,83
Plenty To See,45.5,Sand,,Shore,83, Aruba,65.5,4.00 by 1,83,83,83
Might See Something,45.5,Sand,,Boat,50," Kenosha, WI",125.5,3.33 by 9,50,50,50
Plenty To See,95.5,Sand,,Boat,, Jamaica,95.5,3.90 by 10,,,
Big Animals,38,Sand,,Boat,," Jacksonville, FL",125.5,,,,
Plenty To See,38,Sand,,Shore,73," Destin, FL",23,3.80 by 10,68,85,58
Might See Something,18,Sand,,Boat,58, NJ,75.5,,50,58,50
Might See Something,33,Rock,9065003571,Boat,83," El Nido, Palawan 5313, Philippines",65.5,4.00 by 1,78,85,78
Might See Something,,Sand,,,," Highland Park, IL",105.5,3.50 by 2,,,
Might See Something,,Sand,,,, IL,115.5,3.00 by 1,,,
Might See Something,13,Clay/Muck,9374375771,Shore,58," 206 South Washington Street, New Paris, OH 45347",38,3.45 by 20,63,73,50
Plenty To See,18,Clay/Muck,,Boat,, NY,75.5,3.67 by 12,58,68,
Might See Something,,Sand,,Boat,," Brockville, Ontario, Canada",85.5,3.36 by 11,,,
Might See Something,23,Sand,,Shore,63," Cape Vincent, NY",28,3.60 by 5,50,68,50
Plenty To See,55.5,Sand,,Boat,," Puerto Morelos, Mexico",95.5,4.40 by 5,73,78,73
Plenty To See,,Sand,,Shore,," Harrisville, NH",,3.00 by 1,,,
Might See Something,7.5,Sand,,Shore,58," Bladen Street beach, Nags Head, NC",28,,58,73,52.5
Might See Something,23,Sand,,Shore,73," 1706 Airport Road, Summersville, WV 26679",150,3.81 by 21,68,78,63
Plenty To See,125.5,No Bottom,,Boat,78," Hopkin, Belize",150,3.50 by 2,73,78,73
Might See Something,18,Sand,,Shore,63," Flat Rock Rd, Charlotte, VT 05445",150,3.50 by 2,52.5,68,50
Plenty To See,45.5,Sand,2.54722E+11,Boat,78," Mombasa North Coast, Mombasa, North Coast, Kenya",75.5,4.33 by 3,83,78,83
Plenty To See,18,Rock,,Shore,68," Dunns Mountain Rd, Granite Quarry, NC",65.5,3.55 by 11,63,78,52.5
Might See Something,13,Clay/Muck,,Shore,68," Lake Murray State Park, Ardmore, OK",,3.50 by 24,,,
,55.5,Sand,2.54722E+11,Boat,83," Mombasa North Coast, Mombasa, North Coast, Kenya",33,3.50 by 2,78,83,78
Might See Something,,Sand,,Shore,63," Empelseweg, Rosmalen, Netherlands",,3.00 by 1,52.5,63,50
Might See Something,,Sand,,Shore,63," Den Dungen, Netherlands",55.5,3.00 by 1,52.5,63,50
Plenty To See,95.5,Sand,18084238222,Boat,," 377 Keahole Street, Honolulu, Hawai’i 96825",38,4.67 by 3,,,
Plenty To See,95.5,Rock,18084238222,Boat,," 377 Keahole Street, Honolulu, Hawai’i 96825",45.5,3.67 by 3,,,
Plenty To See,95.5,Sand,,Boat,," Nusa Penida, Bali, Indonesia",45.5,4.00 by 4,,,
Plenty To See,95.5,Sand,,Boat,," Nusa Penida, Bali, Indonesia",55.5,4.11 by 9,,73,
Plenty To See,95.5,Rock,,Boat,68, Italy,150,5.00 by 1,63,73,58
Plenty To See,85.5,Sand,1800665,Boat,52.5," 5718 ANCHOR ROAD, Sechelt, British Columbia V0N 3A0, Canada",150,4.00 by 1,52.5,52.5,50
Plenty To See,28,Sand,,Boat,73," San Carlos, Mexico, Mexico",75.5,3.67 by 3,78,83,73
None,55.5,Sand,,Shore,78, Panama,85.5,4.00 by 3,83,83,83
Plenty To See,95.5,Sand,,Shore,," George Town, Grand Caman, Cayman Islands",45.5,4.60 by 10,78,,
Big Animals,5,Clay/Muck,,Boat,," Jacksonville, FL",95.5,3.00 by 1,,,
Plenty To See,33,,,Boat,63," Bull Shoals, AR 72619",,3.83 by 6,73,83,52.5
Plenty To See,33,Sand,8887167333,Boat,," Key Biscayne, FL",45.5,4.00 by 11,,,
Plenty To See,150,Sand,,Boat,," Cagayancillo, Sulu Sea, Philippines",150,3.67 by 3,,,85
Plenty To See,105.5,,,Shore,," Dauin, Negros, Philippines",,5.00 by 1,,,
Plenty To See,23,Sand,2708872585,Shore,68," 602 Christian Quarry Rd, Hopkinsville, KY 42240",125.5,3.88 by 49,63,68,50
Plenty To See,13,Sand,,Shore,52.5," Bailey’s Island, ME 04003",38,3.50 by 2,,,
Might See Something,,Sand,,Boat,," Micronesia, Federated States Of",150,4.44 by 9,,,
Might See Something,85.5,Sand,1800739,Boat,78," Palmas del Mar, Humacao, PR, Puerto Rico",55.5,3.33 by 3,78,83,78
None,5,Clay/Muck,5122515082,Shore,73," Pfluger Ln & Weiss Ln, Pflugerville, TX 78660",28,3.00 by 1,68,85,52.5
Plenty To See,85.5,Sand,,Shore,85," Agojo, San Andres, Catanduanes, Philippines",85.5,5.00 by 2,83,85,83
Plenty To See,55.5,Sand,,Boat,," Northern Rottnest Island, Perth, Western Australia, Australia",45.5,5.00 by 2,68,73,63
Plenty To See,55.5,Sand,,Boat,," Rottnest Island, Perth, Western Australia, Australia",55.5,4.00 by 2,68,73,63
Plenty To See,55.5,Sand,689605050,Boat,83," 98 730 Bora Bora, Bora Bora, French Polynesia",95.5,5.00 by 6,83,83,78
Plenty To See,55.5,Sand,689605050,Boat,83," Bora Bora, French Polynesia",55.5,5.00 by 4,83,83,83
Plenty To See,55.5,Sand,689605050,Boat,83," Bora Bora, French Polynesia",55.5,4.67 by 3,83,83,83
Big Animals,105.5,,,Boat,, French Polynesia,85.5,4.50 by 14,,,
None,5,Clay/Muck,,Shore,52.5," Fairbanks, AK",7.5,4.00 by 2,50,52.5,50
Plenty To See,65.5,,,,78," cancun, Mexico",65.5,5.00 by 1,,,
Plenty To See,13,Sand,,Shore,50," 28200 Redondo Way, Des Moines, WA",95.5,3.95 by 20,50,52.5,50
Might See Something,5,Clay/Muck,,,," Belton, TX 76513",,3.45 by 11,,,
Plenty To See,38,Sand,8502353390,Boat,78," 4823 Thomas Dr, Panama City Beach, FL 32408",95.5,4.36 by 22,73,83,63
Plenty To See,150,Coral,,Boat,," Cozumel, Quintana Roo, Mexico",150,4.53 by 97,,83,78
Might See Something,23,Clay/Muck,,Shore,52.5," Santa Rosa, NM 88435",55.5,3.00 by 11,50,58,50
Plenty To See,23,Sand,,Shore,58," Moss street, Laguna, CA",38,3.33 by 3,63,63,58
Might See Something,150,Sand,,Boat,," Stromness, Orkneys, Scotland, United Kingdom",150,4.50 by 2,,,
Plenty To See,28,Sand,,Boat,," Port Albini, BC, Canada",85.5,4.00 by 2,,,
Big Animals,85.5,Sand,,Boat,, Marshall Islands,150,4.00 by 3,,,
Plenty To See,65.5,Sand,,Boat,, Bermuda,75.5,3.00 by 1,,,
Big Animals,33,Sand,18694651189,Boat,," Dive St. Kitts, Basseterre, St. Kitts, West Indies PO Box 1023, Saint Kitts And Nevis",55.5,4.29 by 7,,,73
Plenty To See,75.5,Sand,,Boat,83," Boscobel, Jamaica",105.5,4.40 by 5,78,83,78
Plenty To See,13,Sand,,Boat,78," Playa la Boquita, Santiago, Colima 28861, Mexico",28,4.00 by 1,73,83,68
Might See Something,45.5,,,Boat,," San Carlos, Sonora, Mexico",28,3.25 by 4,,85,
Plenty To See,38,Rock,,Shore,83," North Kona coast, HI 96740",45.5,4.00 by 2,78,83,78
Plenty To See,28,Sand,,Shore,50," Bremerton, WA",33,3.00 by 1,50,52.5,50
Plenty To See,28,Rock,,Shore,50," Hoodsport, WA",150,3.78 by 9,50,52.5,50
Plenty To See,95.5,Sand,6.30919E+12,Boat,83," Pandan Island, Sablyan, Occ Mindoro, Philippines",135.5,4.00 by 1,83,83,78
Might See Something,28,Sand,,Shore,58," Hickory Corners, MI 49060",115.5,3.86 by 7,58,68,50
Plenty To See,95.5,Rock,,Boat,, Saint Lucia,65.5,4.42 by 19,,,
Might See Something,28,Sand,,Shore,50," Port Gamble, WA",150,3.00 by 2,50,52.5,50
Plenty To See,28,Sand,,Shore,50," Harper, WA",38,3.00 by 1,50,52.5,50
Plenty To See,7.5,Sand,,Shore,63," San Pedro, CA 90731",33,3.67 by 6,63,68,58
Big Animals,33,Sand,,Boat,," Bermuda, Bermuda",45.5,5.00 by 1,,83,63
Plenty To See,95.5,Sand,,Boat,, Bermuda,18,4.80 by 5,,,
Plenty To See,45.5,Sand,,Boat,, Bermuda,33,5.00 by 1,,,
Big Animals,55.5,Sand,,Boat,, Bermuda,28,5.00 by 2,,,
Plenty To See,45.5,Sand,,Boat,73, Bermuda,33,4.67 by 3,68,83,63
Plenty To See,45.5,Sand,,Boat,, Bermuda,28,5.00 by 2,,83,63
Plenty To See,75.5,Sand,,Boat,78, Bermuda,33,5.00 by 2,73,83,63
Plenty To See,38,Sand,,Boat,73, Bermuda,45.5,4.60 by 5,68,83,63
Plenty To See,105.5,Sand,,Boat,68, Bermuda,105.5,4.00 by 2,68,83,63
Plenty To See,45.5,Sand,,Boat,, Bermuda,38,,,,
Plenty To See,85.5,Sand,,Boat,, Bermuda,33,5.00 by 1,,,
Might See Something,23,Rock,,Boat,, Bermuda,55.5,5.00 by 1,,,
Might See Something,33,Sand,,Boat,, Bermuda,75.5,5.00 by 1,,,
Plenty To See,150,,,Boat,, Bermuda,45.5,3.00 by 1,,,
Plenty To See,28,Sand,,Boat,, Bermuda,23,,,,
Plenty To See,45.5,Sand,,Boat,, Bermuda,38,,,,
Plenty To See,45.5,Sand,,Boat,," St. George’s Parish, St. David’s Island, Bermuda",65.5,4.25 by 4,,,
Plenty To See,65.5,Sand,,Boat,, Bermuda,65.5,4.40 by 5,,,
Plenty To See,38,Sand,,Boat,, Bermuda,38,,,,
Plenty To See,95.5,Sand,,Boat,, Bermuda,38,5.00 by 2,,,
Plenty To See,145.5,Sand,,Boat,73, Bermuda,65.5,4.25 by 4,68,83,63
Plenty To See,145.5,Sand,,Boat,73, Bermuda,55.5,5.00 by 1,68,83,63
Plenty To See,65.5,Sand,,Boat,, Bermuda,45.5,5.00 by 2,,,
Plenty To See,65.5,Sand,,Boat,, Bermuda,65.5,5.00 by 1,,,
Plenty To See,55.5,Sand,,Boat,," South Rd., Southhampton Parish, Bermuda",55.5,4.75 by 4,,,
Big Animals,55.5,No Bottom,,Boat,, Mexico,,4.25 by 4,,68,
Plenty To See,75.5,Rock,,Boat,, Bermuda,23,5.00 by 2,,83,63
Plenty To See,,Sand,,Boat,," Destin, FL",95.5,3.91 by 11,,,
Plenty To See,28,Sand,,Boat,, Bermuda,38,5.00 by 1,,,
Plenty To See,38,Sand,,Boat,, Bermuda,55.5,4.50 by 2,,,
Plenty To See,38,Sand,,Boat,, Bermuda,28,,,,
Plenty To See,,Sand,,Boat,," Destin, FL",75.5,4.33 by 3,,,
Plenty To See,38,Sand,,Boat,, Bermuda,28,4.50 by 2,,,
Plenty To See,,Sand,,Boat,," Destin, FL",75.5,3.40 by 5,,,
Plenty To See,95.5,Sand,,Boat,, Bermuda,45.5,,,,
Plenty To See,95.5,Sand,,Boat,, Bermuda,55.5,4.40 by 5,,,
Plenty To See,95.5,Sand,,Boat,, Bermuda,55.5,5.00 by 4,,,
Plenty To See,95.5,Sand,,Boat,, Bermuda,55.5,5.00 by 1,,,
Big Animals,18,Sand,,Boat,," Anacapa Island, Ventura, CA",,3.00 by 4,,,58
Might See Something,,Sand,,Shore,," Mexico Beach, FL 32456",,3.00 by 1,,,
Big Animals,85.5,Sand,,Boat,73," Cocos Island, Costa Rica",105.5,4.00 by 2,73,78,73
Big Animals,55.5,Sand,,Boat,, Ecuador,150,4.15 by 13,,63,
Might See Something,23,Clay/Muck,2563269053,Shore,," 600 Lime Quarry Road, Madison, AL 35758",45.5,3.50 by 8,58,73,
Plenty To See,,Sand,,Boat,," Grand Anse, Grenada",150,3.50 by 6,,,
Plenty To See,38,Sand,,Boat,, Bermuda,28,4.50 by 2,,,
Plenty To See,145.5,Sand,,Boat,, Bermuda,23,4.00 by 1,,,
Plenty To See,95.5,Sand,,Boat,, Bermuda,65.5,,,,
Plenty To See,95.5,Sand,,Boat,78, Bermuda,28,5.00 by 1,68,83,63
Plenty To See,45.5,Sand,,Boat,, Bermuda,45.5,4.25 by 4,,,
Plenty To See,13,Clay/Muck,,Shore,52.5," Burns harbor, IN",38,3.33 by 9,52.5,73,50
Plenty To See,105.5,Sand,,Boat,78," Puerto Galera, Oriental Mindoro, Philippines",75.5,5.00 by 1,73,78,73
Might See Something,33,Sand,3054513252,Boat,," 103200 Overseas Highway,, Key Largo, FL 33037",45.5,5.00 by 1,73,83,
Plenty To See,75.5,Sand,,Boat,78," Manokwari, Irian Jaya, Indonesia",105.5,4.50 by 2,83,83,78
Plenty To See,95.5,No Bottom,,Boat,," Cozumel, Quintana Roo, Mexico",115.5,4.52 by 117,,83,78
Big Animals,145.5,Sand,6793336222,Boat,78," Mad Fish Dive Centre, Matava, Kadavu 00000, Fiji",105.5,5.00 by 4,78,83,78
Plenty To See,13,Sand,,Shore,58," New Castle, NH",33,3.75 by 4,52.5,63,50
Big Animals,18,Sand,,Shore,58," Bailey Island, ME",125.5,3.00 by 1,50,58,50
Big Animals,18,Sand,,Boat,, NH,85.5,3.00 by 1,50,,50
Might See Something,,Sand,,Boat,," Biddford, ME",38,,,,
Plenty To See,,Sand,,Boat,," Ma’ili Pt, HI",95.5,4.24 by 17,73,,73
Plenty To See,18,Sand,,Shore,," Carmel, CA",150,,58,,52.5
,,,,,, Mexico,,,,,
,,,,Shore,, OK,,,,,
Plenty To See,65.5,Sand,,Shore,83," Aquadila, PR, Puerto Rico",28,4.00 by 4,83,83,83
Plenty To See,115.5,Sand,,Boat,83," Miegle, Mexico, Mexico",75.5,4.50 by 2,83,83,83
,13,,,,52.5,,,,52.5,58,50
Plenty To See,115.5,Sand,,Boat,78," Providenciales, Turks And Caicos Islands",105.5,4.19 by 16,78,83,78
Big Animals,115.5,Rock,6793336222,Boat,83," Mad Fish Dive Centre, Matava, Kadavu 00000, Fiji",125.5,3.33 by 3,78,83,83
Plenty To See,95.5,Rock,6793336222,Boat,83," Mad Fish Dive Centre, Matava, Kadavu 00000, Fiji",65.5,4.00 by 1,83,83,83
,5,Clay/Muck,,Boat,," Council Grove, KS 67846",,1.50 by 2,63,,
Plenty To See,28,Sand,,Boat,58," Catalina Island, CA",115.5,4.00 by 2,58,63,52.5
Plenty To See,33,Sand,,Boat,63," Catalina Island, CA",85.5,3.33 by 3,63,68,58
Might See Something,18,Sand,,Boat,73," A1A, Key West, FL",38,4.06 by 17,,,
Plenty To See,95.5,Sand,,Boat,78," Abaco Island, Bahamas",65.5,4.56 by 9,78,83,78
Plenty To See,75.5,Sand,,Boat,83," San Pedro, Ambergris Caye, Belize",95.5,4.41 by 32,83,83,83
Might See Something,23,Sand,,Boat,78," Acapulco, Mexico",33,4.25 by 4,73,78,73
Might See Something,7.5,Clay/Muck,,Boat,52.5, MA,85.5,,50,58,50
Might See Something,105.5,Sand,3524936072,Shore,73," 11650 N.W. 115th Street, Chiefland, FL 32626",65.5,3.81 by 42,73,73,73
,,Sand,,Boat,," Nungwi, Zanzibar, Tanzania, United Republic Of",,4.00 by 1,,,
Plenty To See,,Sand,,Boat,," Nungwi, Zanzibar, Tanzania, United Republic Of",,4.00 by 1,,,
Plenty To See,,Sand,,Boat,," Nungwi, Zanzibar, Tanzania, United Republic Of",,3.50 by 2,,,
Plenty To See,,Sand,,Boat,," Nungwi, Zanzibar, Tanzania, United Republic Of",,4.00 by 1,,,
Plenty To See,,Sand,,Boat,," Tumbatu Island, Zanzibar, Tanzania, United Republic Of",,3.00 by 1,,,
Plenty To See,,Sand,,Boat,," Tunbatu Island, Zanzibar, Tanzania, United Republic Of",,3.00 by 1,,,
Plenty To See,,Sand,,Boat,," Mnemba Island, Zanzibar, Tanzania, United Republic Of",,3.50 by 2,,,
Plenty To See,,Sand,,Boat,," Mnemba Island, Zanzibar, Tanzania, United Republic Of",,4.00 by 2,,,
Might See Something,55.5,Sand,,Boat,78," Margareta Island, Venezuela",85.5,4.00 by 2,78,78,78
,95.5,Sand,,Boat,83," Cozumel, Quintana Roo, Mexico",55.5,4.46 by 48,83,83,83
,95.5,Sand,9879721953,Boat,83," P.O.80x246, Cozumel, Quintana Roo mx.77600, Mexico",55.5,5.00 by 5,83,78,83
,115.5,,,Boat,83," Dive Palancar, Cozumel, Quintana Roo mx.77600, Mexico",85.5,4.47 by 34,83,83,83
Plenty To See,105.5,Sand,,Boat,83," Cozumel, Quintana Roo 77600, Mexico",65.5,4.67 by 27,78,78,83
Plenty To See,105.5,Sand,,Boat,83," Cozumel, Quintana Roo, Mexico",85.5,4.60 by 65,83,83,83
Plenty To See,115.5,Sand,9879721953,Boat,83," Cozumel, Quintana Roo mx.77600, Mexico",65.5,4.50 by 32,78,78,83
Plenty To See,115.5,Sand,9879721953,Boat,83," Cozumel, Quintana Roo mx.77600, Mexico",55.5,4.45 by 11,83,83,83
Plenty To See,115.5,Sand,,Boat,83," Cozumel, Quintana Roo mx.77600, Mexico",75.5,4.50 by 22,83,78,83
Plenty To See,115.5,Sand,,Boat,83," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",115.5,4.20 by 5,78,78,83
Might See Something,125.5,Sand,,Boat,83," Cozumel, Quintana Roo 77600, Mexico",75.5,4.62 by 37,83,78,83
Plenty To See,115.5,Sand,9879721953,Boat,83," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",75.5,4.12 by 17,83,83,83
Plenty To See,105.5,Sand,9878723397,Boat,78," Cozumel, Quintana Roo, Mexico",115.5,4.43 by 28,78,83,78
Plenty To See,115.5,Sand,9879721953,Boat,83," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",145.5,4.29 by 7,78,83,78
Plenty To See,115.5,Sand,9879721953,Boat,83," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",75.5,4.33 by 3,78,83,78
Plenty To See,135.5,Sand,9879721953,Boat,85," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",145.5,4.50 by 2,83,83,83
Plenty To See,115.5,Sand,9879721953,Boat,78," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",95.5,4.50 by 2,83,83,83
Plenty To See,95.5,Sand,,Boat,83," Cozumel, Quintana Roo 77600, Mexico",75.5,4.70 by 30,78,83,78
Plenty To See,105.5,Sand,9879721953,Boat,83," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",85.5,4.10 by 10,83,83,83
Plenty To See,95.5,Sand,9879721953,Boat,83," Aldora Divers, Cozumel, Quintana Roo mx.77600, Mexico",75.5,5.00 by 1,78,83,83
,95.5,Sand,8867269363,Boat,83," Fantasy Island, Roatan, Honduras",85.5,4.67 by 3,83,83,78
,115.5,Sand,8867269363,Boat,83," Roatan, Honduras",95.5,4.60 by 5,78,78,83
Plenty To See,115.5,Sand,8867269363,Boat,83," Roatan, Honduras",75.5,4.56 by 9,83,83,83
Plenty To See,115.5,Sand,8867269363,Boat,83," Roatan, Honduras",75.5,4.60 by 5,83,78,78
